# OQ-190 consumer_census.tsv — pass 1 (name-keyed) + pass 2 (closure/T2b)
# governed by the frozen PREREGISTRATION.md in this directory
# code surface: 497 tracked .pl/.py files (corpus data excluded)
file	line	surface	emitted_name	bucket	tier	grade	reached_by	disposition	confidence	text
prolog/data_repair.pl	154	code	constraint_victim	cast	T6		name	SUSPECT-unwitnessed	inferred	format('  [BRIDGE] Derived constraint_victim(~w, inferred_subject) from metrics (E=~2f, S=~2f)~n',
prolog/data_repair.pl	174	code	constraint_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	(   acc_has(Acc1, constraint_beneficiary(IntervalID, _))
prolog/data_repair.pl	176	code	constraint_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	;   AccOut = [bridge_result(constraint_beneficiary(IntervalID, coordinated_group)) | Acc1],
prolog/data_repair.pl	177	code	constraint_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	format('  [BRIDGE] Derived constraint_beneficiary(~w, coordinated_group) from scaffold declaration~n',
prolog/data_repair.pl	205	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(   catch(drl_core:dr_type(IntervalID, ComputedType), _, fail),
prolog/data_repair.pl	400	code	constraint_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	persist_single(constraint_beneficiary(ID, Actor)) :-
prolog/data_repair.pl	401	code	constraint_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	(   narrative_ontology:constraint_beneficiary(ID, _)
prolog/data_repair.pl	403	code	constraint_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	;   assertz(narrative_ontology:constraint_beneficiary(ID, Actor))
prolog/data_repair.pl	405	code	constraint_victim	cast	T6		name	SUSPECT-unwitnessed	inferred	persist_single(constraint_victim(ID, Actor)) :-
prolog/data_repair.pl	406	code	constraint_victim	cast	T6		name	SUSPECT-unwitnessed	inferred	(   narrative_ontology:constraint_victim(ID, _)
prolog/data_repair.pl	408	code	constraint_victim	cast	T6		name	SUSPECT-unwitnessed	inferred	;   assertz(narrative_ontology:constraint_victim(ID, Actor))
prolog/data_validation.pl	187	code	constraint_stakeholder	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:constraint_stakeholder(C, _, _, _, _, _, _), !.
prolog/data_validation.pl	236	code	disappearance_verdict	verdict	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:disappearance_verdict(C, world_unchanged).
prolog/detector_calibration.pl	87	code	constraint_stakeholder	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:constraint_stakeholder(C, _, payer, _, _, trapped, _), !.
prolog/diagnostic_summary.pl	93	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(   catch(drl_core:dr_type(C, Ctx, DetType), _, fail)
prolog/diagnostic_summary.pl	835	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	catch(drl_core:dr_type(C, Ctx, DetType), _, fail),
prolog/dirac_classification.pl	154	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C, Ctx, Type)),
prolog/dirac_classification.pl	212	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C, Context, LocalType),
prolog/dirac_classification.pl	218	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C, AltCtx, AltType),
prolog/dirac_classification.pl	262	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C, Context, Type),
prolog/dirac_classification.pl	403	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C, Context, DRType),
prolog/dirac_classification.pl	411	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(DRType),
prolog/drl_boltzmann_analysis.pl	111	code	has_coordination_function	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:has_coordination_function(C),
prolog/drl_boltzmann_analysis.pl	112	code	has_asymmetric_extraction	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:has_asymmetric_extraction(C),
prolog/drl_boltzmann_analysis.pl	115	code	constraint_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:constraint_beneficiary(C, _),
prolog/drl_boltzmann_analysis.pl	116	code	constraint_victim	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:constraint_victim(C, _), !.
prolog/drl_boltzmann_analysis.pl	119	code	has_coordination_function	cast	T6		name	SUSPECT-unwitnessed	inferred	\+ narrative_ontology:has_coordination_function(C),
prolog/drl_boltzmann_analysis.pl	120	code	has_asymmetric_extraction	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:has_asymmetric_extraction(C), !.
prolog/drl_boltzmann_analysis.pl	123	code	has_coordination_function	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:has_coordination_function(C),
prolog/drl_boltzmann_analysis.pl	124	code	has_asymmetric_extraction	cast	T6		name	SUSPECT-unwitnessed	inferred	\+ narrative_ontology:has_asymmetric_extraction(C), !.
prolog/drl_boltzmann_analysis.pl	182	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C, Ctx, Type)
prolog/drl_boltzmann_analysis.pl	214	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C, Context, Type),
prolog/drl_composition.pl	56	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C1, Context, T1),
prolog/drl_composition.pl	57	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C2, Context, T2),
prolog/drl_composition.pl	108	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Component, snare),
prolog/drl_composition.pl	121	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Source, mountain),
prolog/drl_composition.pl	334	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C, Ctx, rope).
prolog/drl_composition.pl	339	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C, Ctx, mountain).
prolog/drl_core.pl	337	code	agent_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	\+ narrative_ontology:agent_beneficiary(C, _).
prolog/drl_core.pl	413	code	has_coordination_function	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:has_coordination_function(C),
prolog/drl_core.pl	420	code	constraint_captured	cast	T1	name-identity	name	SUSPECT-confirmed-and-fails	recovered	\+ narrative_ontology:constraint_captured(C),
prolog/drl_core.pl	449	code	has_coordination_function	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:has_coordination_function(C),
prolog/drl_core.pl	450	code	has_asymmetric_extraction	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:has_asymmetric_extraction(C), !,
prolog/drl_core.pl	548	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Ctx, Type).
prolog/drl_core.pl	560	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Context, mountain), !.
prolog/drl_core.pl	563	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Context, rope), !.
prolog/drl_core.pl	566	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Context, tangled_rope), !.
prolog/drl_core.pl	569	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Context, snare), !.
prolog/drl_core.pl	572	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Context, scaffold), !.
prolog/drl_core.pl	575	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Context, piton), !.
prolog/drl_core.pl	578	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Context, naturalized), !.
prolog/drl_core.pl	637	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Ctx1, Type1),
prolog/drl_core.pl	638	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Ctx2, Type2),
prolog/drl_core.pl	685	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Context, snare).
prolog/drl_core.pl	689	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Context, ActualType),
prolog/drl_core.pl	769	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Ctx1, Type1),
prolog/drl_core.pl	770	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Ctx2, Type2),
prolog/drl_core.pl	791	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(C, Ctx, Type)),
prolog/drl_core.pl	844	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	Old: dr_type(constraint, Type)
prolog/drl_core.pl	845	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	New: dr_type(constraint, Context, Type)
prolog/drl_core.pl	851	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	dr_type(constraint, Ctx, Type)
prolog/drl_counterfactual.pl	43	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Constraint, Context, Type),
prolog/drl_counterfactual.pl	94	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Target, Context, mountain),
prolog/drl_counterfactual.pl	97	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Source, Context, SourceType),
prolog/drl_counterfactual.pl	109	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Source, Context, snare),
prolog/drl_counterfactual.pl	115	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Target, Context, mountain),
prolog/drl_counterfactual.pl	120	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Source, Context, snare),
prolog/drl_counterfactual.pl	121	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Target, Context, rope),
prolog/drl_counterfactual.pl	126	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Source, Context, rope),
prolog/drl_counterfactual.pl	127	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Target, Context, rope),
prolog/drl_counterfactual.pl	180	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Constraint, Context, Type),
prolog/drl_counterfactual.pl	204	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C, Context, Type),
prolog/drl_counterfactual.pl	212	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(For, Context, snare),
prolog/drl_counterfactual.pl	239	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(Constraint, Context, Type),
prolog/drl_fpn.pl	118	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(   drl_core:dr_type(C, Context, Type)
prolog/drl_fpn.pl	265	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(   drl_core:dr_type(Other, Context, OtherType)
prolog/drl_purity_network.pl	114	code	shared_agent_link	cast	T1	name-identity	name	SUSPECT-confirmed-and-fails	recovered	( shared_agent_link(C, Other, LinkType, _),
prolog/drl_purity_network.pl	153	code	constraint_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:constraint_beneficiary(C1, Agent),
prolog/drl_purity_network.pl	154	code	constraint_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:constraint_beneficiary(C2, Agent),
prolog/drl_purity_network.pl	157	code	constraint_victim	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:constraint_victim(C1, Agent),
prolog/drl_purity_network.pl	158	code	constraint_victim	cast	T6		name	SUSPECT-unwitnessed	inferred	narrative_ontology:constraint_victim(C2, Agent),
prolog/drl_purity_network.pl	164	code	shared_agent_link	cast	T1	name-identity	name	SUSPECT-confirmed-and-fails	recovered	findall(A, shared_agent_link(C1, C2, LinkType, A), Agents),
prolog/drl_purity_network.pl	234	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	;   drl_core:dr_type(C, Context, MyType),
prolog/drl_purity_network.pl	307	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(   drl_core:dr_type(Other, Context, OtherType)
prolog/drl_purity_network.pl	334	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(   drl_core:dr_type(Src, Context, SrcType)
prolog/fingerprint_report.pl	101	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	catch(drl_core:dr_type(C, CtxLocal, TLocal), _, fail),
prolog/fingerprint_report.pl	102	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	catch(drl_core:dr_type(C, CtxNat, TNat), _, fail),
prolog/fingerprint_report.pl	103	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	catch(drl_core:dr_type(C, CtxGlobal, TGlobal), _, fail),
prolog/fingerprint_report.pl	120	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(catch(drl_core:dr_type(C, CtxL, TL), _, TL = error) ; TL = error),
prolog/fingerprint_report.pl	121	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(catch(drl_core:dr_type(C, CtxN, TN), _, TN = error) ; TN = error),
prolog/fingerprint_report.pl	122	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(catch(drl_core:dr_type(C, CtxG, TG), _, TG = error) ; TG = error),
prolog/fpn_report.pl	103	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(   drl_core:dr_type(C, Context, Type) -> true ; Type = unknown ).
prolog/gap_diagnostic.pl	135	code	has_coordination_function	cast	T6		name	SUSPECT-unwitnessed	inferred	(   narrative_ontology:has_coordination_function(C)
prolog/gap_diagnostic.pl	138	code	has_asymmetric_extraction	cast	T6		name	SUSPECT-unwitnessed	inferred	(   narrative_ontology:has_asymmetric_extraction(C)
prolog/genuine_findings_query.pl	61	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(drl_core:dr_type(C, Context, DetType) -> true ; DetType = unknown),
prolog/giant_component_analysis.pl	347	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(   catch(drl_core:dr_type(C, Context, Type), _, Type = unknown)
prolog/giant_component_analysis.pl	1336	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(   catch(drl_core:dr_type(C, Ctx, CType), _, CType = unknown)
prolog/global_delta_report.pl	64	code	resolve_coalition_power	cast	T2b	cardinality	closure	SUSPECT-confirmed-grade-unmeasured	recovered	constraint_indexing:resolve_coalition_power(Power, C, ResolvedPower),
prolog/global_delta_report.pl	75	code	constraint_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	(narrative_ontology:constraint_beneficiary(C, _) -> HasBenef = yes ; HasBenef = no),
prolog/global_delta_report.pl	76	code	constraint_victim	cast	T6		name	SUSPECT-unwitnessed	inferred	(narrative_ontology:constraint_victim(C, _) -> HasVict = yes ; HasVict = no),
prolog/global_delta_report.pl	302	code	constraint_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	has_beneficiary(C) :- narrative_ontology:constraint_beneficiary(C, _), !.
prolog/global_delta_report.pl	303	code	constraint_victim	cast	T6		name	SUSPECT-unwitnessed	inferred	has_victim(C) :- narrative_ontology:constraint_victim(C, _), !.
prolog/grothendieck_cohomology.pl	164	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(   drl_core:dr_type(C, Ctx, T)
prolog/grothendieck_cohomology.pl	364	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	drl_core:dr_type(C, Ctx, Type).
prolog/inferred_coupling_protocol.pl	228	code	shared_agent_link	cast	T1	name-identity	name	SUSPECT-confirmed-and-fails	recovered	drl_purity_network:shared_agent_link(C1, C2, _, _),
prolog/inferred_coupling_protocol.pl	500	code	dr_type	cast	T2b	presence	closure	SUSPECT-confirmed-grade-unmeasured	recovered	(   catch(drl_core:dr_type(C, Ctx, T), _, T = error)
prolog/invertibility_analysis.pl	120	code	has_coordination_function	cast	T6		name	SUSPECT-unwitnessed	inferred	(narrative_ontology:has_coordination_function(C) -> HasCoord = true ; HasCoord = false),
prolog/invertibility_analysis.pl	121	code	has_asymmetric_extraction	cast	T6		name	SUSPECT-unwitnessed	inferred	(narrative_ontology:has_asymmetric_extraction(C) -> HasAsymm = true ; HasAsymm = false),
prolog/invertibility_analysis.pl	134	code	constraint_beneficiary	cast	T6		name	SUSPECT-unwitnessed	inferred	(narrative_ontology:constraint_beneficiary(C, _) -> HasBen = true ; HasBen = false),
prolog/invertibility_analysis.pl	135	code	constraint_victim	cast	T6		name	SUSPECT-unwitnessed	inferred	(narrative_ontology:constraint_victim(C, _) -> HasVic = true ; HasVic = false),
prolog/invertibility_analysis.pl	162	code	resolve_coalition_power	cast	T2b	cardinality	closure	SUSPECT-confirmed-grade-unmeasured	recovered	constraint_indexing:resolve_coalition_power(Power, C, ResolvedPower),
