id	n_obs_defined	has_full_map	chi_min	chi_max	chi_span	starved	subset_a	subset_b	mtype_vec	ftype_vec	immut_vec
ai_alignment_priority__existential_risk_reading	4	True	0.010071504390614185	0.7945597951571295	0.7844882907665153	False	False	False	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
ai_alignment_priority__integrated_reading	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
ai_alignment_priority__nearterm_harms_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
ai_jailbreak_vulnerability	4	True	0.3016	0.7945597951571295	0.4929597951571295	False	False	False	naturalized|tangled_rope|tangled_rope|snare	naturalized|tangled_rope|tangled_rope|snare	mountain|rope|rope|mountain
ai_risk_governance_priority__bridge_reading	4	True	-0.006104869666332339	0.5753708861482661	0.5814757558145985	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
ai_risk_governance_priority__existential_risk_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
ai_risk_governance_priority__near_term_harms_reading	4	True	0.038896132321056376	0.7945597951571295	0.7556636628360731	False	False	False	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
ai_risk_prioritization__existential_risk_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
ai_risk_prioritization__near_term_harms_reading	4	True	-0.024506148226483216	0.8061661514951736	0.8306722997216568	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
ai_safety_commitment__dual_priority_reading	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
ai_safety_commitment__existential_risk_reading	4	True	-0.026196227414516545	0.8493570224093454	0.875553249823862	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
ai_safety_commitment__near_term_harms_reading	4	True	0.009029624626067892	0.7123639542788058	0.7033343296527379	False	False	False	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
ai_safety_verification	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
algorithmic_accountability_regime	4	True	0.06387156647306734	0.7945597951571295	0.7306882286840621	False	False	False	piton|tangled_rope|piton|snare	piton|tangled_rope|piton|snare	mountain|rope|rope|mountain
algorithmic_filter_bubbles	4	True	-0.053908270927801476	0.7945597951571295	0.848468066084931	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
alignment_divergence_accumulation	4	True	0.16900379041174604	0.7945597951571295	0.6255560047453834	False	False	False	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
all_men_created_equal__originalist_reading	4	True	-0.026196227414516545	0.8493570224093454	0.875553249823862	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
all_men_created_equal__textualist_paradox_reading	4	True	0.16900379041174604	0.7945597951571295	0.6255560047453834	False	False	False	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
all_men_created_equal__universalist_reading	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
alternative_governance_emergence	4	True	-0.038170336473231196	0.7123639542788058	0.750534290752037	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
amun_priesthood_authority_substrate	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
aneyoshi_land_use_prohibition__behavioral_competence_reading	4	True	-0.002112598985041657	0.0684965340652698	0.07060913305031145	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
aneyoshi_land_use_prohibition__commemorative_husk_reading	4	True	-0.04991505538807157	0.9315528632876693	0.9814679186757409	False	False	False	unknown|unknown|rope|unknown	unknown|unknown|rope|unknown	mountain|rope|rope|mountain
animal_moral_status__abolitionist_reading	4	True	-0.06260089483612458	1.0685459314182089	1.1311468262543334	False	False	False	unknown|snare|rope|snare	unknown|snare|rope|snare	mountain|rope|rope|mountain
animal_moral_status__property_reading	4	True	-0.003380158376066651	0.10959445450443167	0.11297461288049832	True	True	False	mountain|scaffold|scaffold|mountain	mountain|scaffold|scaffold|mountain	mountain|rope|rope|mountain
animal_moral_status__welfare_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
animal_status__abolitionist_reading	4	True	-0.038871821324766485	1.2603362268009641	1.2992080481257307	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
animal_status__property_reading	4	True	-0.002112598985041657	0.0684965340652698	0.07060913305031145	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
animal_status__welfare_reading	4	True	-0.019013390865374912	0.6164688065874281	0.635482197452803	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
animal_status_kernel__property_reading	4	True	-0.03464662335468317	1.1233431586704243	1.1579897820251075	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
animal_status_kernel__welfare_reading	4	True	-0.020280950256399904	0.6575667270265899	0.6778476772829898	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
anonymity_commons_degradation	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
anthropological_record__creationist_reading	4	True	-0.00843053430112561	0.7945597951571295	0.8029903294582551	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
anthropological_record__indigenous_epistemology_reading	4	True	-0.006976993904379816	0.6575667270265899	0.6645437209309697	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
anthropological_record__naturalist_reading	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
arctic_resource_competition	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
article17_erasure_right__censorship_mechanism_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
article17_erasure_right__competitive_moat_reading	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
article17_erasure_right__privacy_fundamental_reading	4	True	0.3585041330257732	0.5205736588960505	0.16206952587027723	True	False	False	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	mountain|rope|rope|mountain
article_17_complementarity__international_oversight_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
article_17_complementarity__national_primacy_reading	4	True	-0.030475336299372657	0.7123639542788058	0.7428392905781784	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
article_17_complementarity__procedural_gatekeeping_mechanism	4	True	0.3016	0.7945597951571295	0.4929597951571295	False	False	False	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
article_27_veto_power__coordination_reading	4	True	-0.005070237564099976	0.16439168175664748	0.16946191932074745	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
article_27_veto_power__oligopoly_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
article_27_veto_power__sovereignty_reading	4	True	-0.003380158376066651	0.10959445450443167	0.11297461288049832	True	True	False	mountain|scaffold|scaffold|mountain	mountain|scaffold|scaffold|mountain	mountain|rope|rope|mountain
article_2_7_chapter_vii_tension__p5_veto_gatekeeper	4	True	-0.026196227414516545	0.8493570224093454	0.875553249823862	False	False	False	naturalized|snare|rope|snare	naturalized|snare|rope|snare	mountain|rope|rope|mountain
article_2_7_chapter_vii_tension__r2p_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
article_2_7_chapter_vii_tension__sovereignty_first_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
article_51_self_defense__expansive_preventive_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
article_51_self_defense__narrow_armed_attack_reading	4	True	0.22764322256008665	0.5205736588960505	0.29293043633596383	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
article_51_self_defense__unable_unwilling_doctrine_reading	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
article_9_war_renunciation__collective_self_defense_reading	4	True	-0.022816069038449894	0.7397625679049138	0.7625786369433637	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
article_9_war_renunciation__inherent_right_reading	4	True	-0.020280950256399904	0.6575667270265899	0.6778476772829898	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
article_9_war_renunciation__strict_pacifist_reading	4	True	0.3016	0.7945597951571295	0.4929597951571295	False	False	False	naturalized|tangled_rope|snare|snare	naturalized|tangled_rope|snare|snare	mountain|rope|rope|mountain
audit_trail_discovery_surface	4	True	-0.020280950256399904	0.6575667270265899	0.6778476772829898	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
average_is_over_2026	4	True	0.2333828820613657	0.7945597951571295	0.5611769130957638	False	False	False	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
award_system_voter_diversity	4	True	0.009029624626067892	0.7123639542788058	0.7033343296527379	False	False	False	tangled_rope|tangled_rope|naturalized|tangled_rope	rope|rope|rope|rope	mountain|rope|rope|mountain
axiom_of_choice_consequence	4	True	-0.014325121871776378	0.16560293298312803	0.1799280548549044	True	True	False	mountain|rope|rope|mountain	mountain|rope|rope|mountain	mountain|rope|rope|mountain
balfour_mandate_instruments__dual_obligation_indigenous_rights	4	True	-0.020280950256399904	0.6575667270265899	0.6778476772829898	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
balfour_mandate_instruments__jewish_national_home_primacy	4	True	0.1806592242332458	0.8493570224093454	0.6686977981760996	False	False	False	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	mountain|rope|rope|mountain
balfour_mandate_instruments__mandatory_interpretive_discretion	4	True	0.02386514999188097	0.7945597951571295	0.7706946451652485	False	False	False	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
basic_law_interpretive_authority__judicial_supremacy_reading	4	True	-0.03523415674452111	0.6575667270265899	0.692800883771111	False	False	False	naturalized|tangled_rope|rope|tangled_rope	naturalized|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
basic_law_interpretive_authority__parliamentary_sovereignty_reading	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
basic_law_interpretive_authority__popular_constitutionalism_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
basic_law_interpretive_boundary__balanced_contestation_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
basic_law_interpretive_boundary__judicial_supremacy_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
basic_law_interpretive_boundary__parliamentary_sovereignty_reading	4	True	-0.003380158376066651	0.10959445450443167	0.11297461288049832	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
beehiiv_platform_model	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
beta_designation_doctrine__expansive_shield_reading	4	True	-0.039852362853025784	0.9315528632876693	0.971405226140695	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
beta_designation_doctrine__narrow_warning_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	scaffold|scaffold|scaffold|tangled_rope	scaffold|scaffold|scaffold|tangled_rope	mountain|rope|rope|mountain
beta_designation_doctrine__severity_carve_out_reading	4	True	-0.025691572626213306	0.47947573845688846	0.5051673110831018	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
biblical_authority__conciliar_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	tangled_rope|rope|rope|tangled_rope	tangled_rope|rope|rope|tangled_rope	mountain|rope|rope|mountain
biblical_authority__sola_scriptura_reading	4	True	0.3230651271009348	0.5205736588960505	0.19750853179511563	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
biblical_authority__tradition_scripture_reading	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
biblical_divine_nature__modalist_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
biblical_divine_nature__trinitarian_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
biblical_divine_nature__unitarian_reading	4	True	0.3230651271009348	0.5205736588960505	0.19750853179511563	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
biblical_source_text__critical_reconstructive_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
biblical_source_text__dynamic_equivalence_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
biblical_source_text__formal_equivalence_reading	4	True	-0.04551078579500643	0.8493570224093454	0.8948678082043519	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
big_data_astrophysics_arbitrage	4	True	0.038896132321056376	0.7945597951571295	0.7556636628360731	False	False	False	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
bilateral_science_innovation_partnership	4	True	0.021396341372031214	0.7123639542788058	0.6909676129067747	False	False	False	tangled_rope|tangled_rope|naturalized|tangled_rope	rope|rope|rope|rope	mountain|rope|rope|mountain
bitcoin_consensus_kernel__maximalist_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
bitcoin_consensus_kernel__pragmatic_synthesis	4	True	-0.013520633504266605	0.4383778180177267	0.45189845152199326	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
bitcoin_consensus_kernel__utility_reading	4	True	0.4130163504519409	0.5205736588960505	0.10755730844410955	True	False	False	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	mountain|rope|rope|mountain
bitcoin_whitepaper__digital_gold_reading	4	True	-0.00843053430112561	0.7945597951571295	0.8029903294582551	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
bitcoin_whitepaper__p2p_cash_reading	4	True	-0.020280950256399904	0.6575667270265899	0.6778476772829898	False	False	False	naturalized|tangled_rope|rope|tangled_rope	naturalized|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
bitcoin_whitepaper__protocol_ossification_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
bitcoin_whitepaper_purpose__electronic_cash_reading	4	True	0.038896132321056376	0.7945597951571295	0.7556636628360731	False	False	False	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	mountain|rope|rope|mountain
bitcoin_whitepaper_purpose__nakamoto_oracle_opacity	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
bitcoin_whitepaper_purpose__store_of_value_reading	4	True	0.009029624626067892	0.7123639542788058	0.7033343296527379	False	False	False	tangled_rope|tangled_rope|naturalized|tangled_rope	rope|rope|rope|rope	mountain|rope|rope|mountain
bite_configuration_naturalization	4	True	0.006598571842126536	0.5205736588960505	0.5139750870539239	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
blockchain_scalability_trilemma	4	True	-0.038170336473231196	0.7123639542788058	0.750534290752037	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
blockchain_settlement_finality	4	True	0.038896132321056376	0.7945597951571295	0.7556636628360731	False	False	False	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
boom_bust_path_dependency	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	piton|piton|rope|unknown	piton|piton|rope|unknown	mountain|rope|rope|mountain
border_control_legitimacy__freedom_of_movement_primary	4	True	0.06387156647306734	0.7945597951571295	0.7306882286840621	False	False	False	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
border_control_legitimacy__jurisdictional_sovereignty	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
border_control_legitimacy__sovereignty_primary	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
border_legitimacy__economic_utility_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
border_legitimacy__freedom_of_movement_primary_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
border_legitimacy__freedom_of_movement_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
border_legitimacy__humanitarian_obligation_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
border_legitimacy__sovereignty_primary_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
border_legitimacy__sovereignty_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
border_normative_status__freedom_primary	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
border_normative_status__qualified_sovereignty	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
border_normative_status__sovereignty_primary	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
bretton_woods_treaty_substrate__keynesian_embedded_liberalism	4	True	-0.014788192895291596	0.47947573845688846	0.49426393135218005	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
bretton_woods_treaty_substrate__neoliberal_convertibility	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
bretton_woods_treaty_substrate__sovereignty_defense	4	True	-0.053908270927801476	0.7945597951571295	0.848468066084931	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
burali_forte_paradox	4	True	-0.014325121871776378	0.16560293298312803	0.1799280548549044	True	True	False	mountain|rope|rope|mountain	mountain|rope|rope|mountain	mountain|rope|rope|mountain
bureaucratic_discretion_capture	4	True	0.02386514999188097	0.7945597951571295	0.7706946451652485	False	False	False	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
