id	nat	pin_mountain	pin_rope	grid_a	grid_b	persist	neg_control	screen_subset_a	screen_starved
jewish_sovereignty_palestine__cultural_zionist_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
jewish_sovereignty_palestine__settler_colonial_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
jewish_territorial_claim__labor_zionism_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
john_1_1_logos__non_incarnational_monotheist	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	False	False	True	True	False	False
knowledge_legitimacy_biomedicine_flat_control	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
lausanne_minority_protections__guarantor_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
learning_difficulty_substrate_flat_control	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
livelihood_security_reading	unknown|unknown|rope|unknown	unknown|unknown|unknown|unknown	unknown|unknown|rope|unknown	False	True	True	True	False	False
llm_synthesis_capacity	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
longevity_mismatch	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
lycurgan_laws__demographic_trap_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
maat_order_principle__reciprocity_reading	unknown|unknown|rope|unknown	unknown|unknown|unknown|unknown	unknown|unknown|rope|unknown	False	True	True	True	False	False
marriage_authority__judicial_harmonization_reading	tangled_rope|tangled_rope|scaffold|tangled_rope	tangled_rope|tangled_rope|scaffold|tangled_rope	tangled_rope|tangled_rope|scaffold|tangled_rope	False	False	True	True	False	False
mitochondrial_demand_signal_deficiency	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	False	False	True	True	False	False
moral_causation_locus_flat_control	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
nad_precursor_bioavailability	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
neutron_star_bombardment_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
nicene_creed_authority__liturgical_habituation_reading	unknown|rope|rope|rope	unknown|unknown|unknown|unknown	rope|rope|rope|rope	True	True	False	False	True	True
organization_floor_c0	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	False	False	True	True	False	False
performance_legitimacy_flat_control	naturalized|snare|rope|snare	naturalized|snare|naturalized|snare	naturalized|snare|rope|snare	False	True	True	True	False	False
polaris_document_status_flat_control	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
post_evidentiary	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
pragmatic_action_reading	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	False	False	True	True	False	False
pre_public_initiative_reading	unknown|scaffold|scaffold|unknown	unknown|scaffold|scaffold|unknown	unknown|scaffold|scaffold|unknown	False	False	True	True	False	False
prerequisite_debt_reading	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	False	False	True	True	False	False
press_reformation_causality__strategic_deployment	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
press_reformation_causation__mutual_shaping	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
press_reformation_causation__strategic_deployment	snare|snare|snare|snare	snare|snare|snare|snare	snare|snare|snare|snare	False	False	False	True	False	True
propagation_speed_asymmetry	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
property_sector_overhang	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	False	False	True	True	False	False
protein_anabolic_resistance	mountain|scaffold|scaffold|mountain	mountain|mountain|mountain|mountain	scaffold|scaffold|scaffold|scaffold	True	True	False	False	True	True
qualitative_development_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
quantitative_growth_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
radiative_levitation_stratification	mountain|scaffold|scaffold|mountain	mountain|mountain|mountain|mountain	scaffold|scaffold|scaffold|scaffold	True	True	False	False	True	True
reading_acquisition_legitimacy__whole_language_meaning_primacy	naturalized|snare|rope|snare	naturalized|snare|naturalized|snare	naturalized|snare|rope|snare	False	True	True	True	False	False
refugee_convention_text__expansive_humanitarian_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
regulated_stablecoin_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
responsibility_preservation_mechanism	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
scale_ceiling_c0	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
secession_legitimacy_boundary__constitutional_impossibility_reading	snare|unknown|scaffold|snare	snare|unknown|scaffold|snare	snare|unknown|scaffold|snare	False	False	True	True	False	False
sex_gender_category__identity_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
shinbutsu_ontological_commitment__incoherence_reading	tangled_rope|tangled_rope|rope|unknown	tangled_rope|tangled_rope|piton|unknown	tangled_rope|tangled_rope|rope|unknown	False	True	True	True	False	False
situational_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
sovereign_cbdc_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
specification_binding_authority	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
speech_protection_kernel__absolutist_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
state_killing_legitimacy__abolition_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
statutory_debt_ceiling__coordination_scaffold_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
superheavy_decay_reading	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	False	False	True	True	False	False
synthesis_infrastructure_gap	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
techno_nationalist_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
third_act_arbitrage	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
udhr_article_3__negative_liberty_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
validation_judgment_separation	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
vedic_corpus_social_prescription__colonial_orientalist_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
visual_evidentiary_authority_flat_control	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	False	False	True	True	False	False
womens_financial_autonomy	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	False	False	True	True	False	False
zero_mathematical_status__parmenidean_rejection	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
zero_mathematical_status__placeholder_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
zionist_legitimacy_basis__national_liberation_reading	naturalized|snare|rope|snare	naturalized|snare|naturalized|snare	naturalized|snare|rope|snare	False	True	True	True	False	False
