id	nat	pin_mountain	pin_rope	grid_a	grid_b	persist	neg_control	screen_subset_a	screen_starved
ai_dignity_safeguarding__autonomy_rights_reading	unknown|unknown|rope|unknown	unknown|unknown|unknown|unknown	unknown|unknown|rope|unknown	False	True	True	True	False	False
ai_dignity_safeguarding__imago_dei_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
ai_dignity_safeguarding__posthuman_continuity_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
ai_governance_legitimacy__magisterial_subsidiarity_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
ai_governance_legitimacy__market_libertarian_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
ai_governance_legitimacy__technocratic_optimization_reading	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	False	False	True	True	False	False
ai_human_relationship__incarnational_humanism	unknown|unknown|rope|unknown	unknown|unknown|unknown|unknown	rope|unknown|rope|unknown	False	True	True	True	False	False
ai_human_relationship__instrumental_subsidiarity	naturalized|snare|naturalized|snare	naturalized|snare|naturalized|snare	naturalized|snare|naturalized|snare	False	False	True	True	False	False
ai_human_relationship__technocratic_optimization	tangled_rope|snare|naturalized|naturalized	tangled_rope|snare|naturalized|naturalized	tangled_rope|snare|naturalized|naturalized	False	False	True	True	False	False
ai_risk_governance_priority__bridge_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
ai_risk_governance_priority__existential_risk_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
ai_risk_governance_priority__near_term_harms_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
ai_risk_prioritization__existential_risk_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
ai_risk_prioritization__near_term_harms_reading	naturalized|snare|rope|snare	naturalized|snare|naturalized|snare	naturalized|snare|rope|snare	False	True	True	True	False	False
ai_safety_commitment__dual_priority_reading	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	False	False	True	True	False	False
ai_safety_commitment__existential_risk_reading	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	False	False	True	True	False	False
ai_safety_commitment__near_term_harms_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
all_men_created_equal__originalist_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
all_men_created_equal__textualist_paradox_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
all_men_created_equal__universalist_reading	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	False	False	False	True	False	True
aneyoshi_land_use_prohibition__behavioral_competence_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
aneyoshi_land_use_prohibition__commemorative_husk_reading	unknown|unknown|piton|unknown	unknown|unknown|piton|unknown	unknown|unknown|piton|unknown	False	False	True	True	False	False
aneyoshi_stone_commitment__behavioral_competence_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
aneyoshi_stone_commitment__commemorative_husk_reading	piton|rope|rope|rope	piton|piton|piton|piton	rope|rope|rope|rope	True	True	False	False	True	True
aneyoshi_stone_directive__behavioral_competence_reading	rope|rope|rope|rope	rope|rope|rope|rope	rope|rope|rope|rope	False	False	False	True	False	True
aneyoshi_stone_directive__commemorative_husk_reading	snare|snare|scaffold|snare	snare|snare|scaffold|snare	snare|snare|scaffold|snare	False	False	True	True	False	False
animal_moral_status__abolitionist_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
animal_moral_status__property_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
animal_moral_status__welfare_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
animal_status__abolitionist_reading	unknown|rope|rope|rope	unknown|unknown|unknown|unknown	rope|rope|rope|rope	True	True	False	False	True	True
animal_status__property_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
animal_status__welfare_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
animal_status_kernel__abolitionist_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
animal_status_kernel__welfare_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
anthropological_record__creationist_reading	naturalized|snare|rope|snare	naturalized|snare|naturalized|snare	naturalized|snare|rope|snare	False	True	True	True	False	False
anthropological_record__indigenous_epistemology_reading	snare|naturalized|rope|snare	snare|naturalized|naturalized|snare	snare|naturalized|rope|snare	False	True	True	True	False	False
anthropological_record__naturalist_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
article17_erasure_right__censorship_mechanism_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
article17_erasure_right__competitive_moat_reading	tangled_rope|tangled_rope|rope|unknown	tangled_rope|tangled_rope|naturalized|unknown	tangled_rope|tangled_rope|rope|unknown	False	True	True	True	False	False
article17_erasure_right__privacy_fundamental_reading	unknown|rope|unknown|unknown	unknown|unknown|unknown|unknown	rope|rope|unknown|unknown	False	True	True	True	False	False
article_17_complementarity__international_oversight_reading	tangled_rope|tangled_rope|tangled_rope|snare	tangled_rope|tangled_rope|tangled_rope|snare	tangled_rope|tangled_rope|tangled_rope|snare	False	False	True	True	False	False
article_17_complementarity__national_primacy_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
article_27_veto_power__coordination_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
article_27_veto_power__oligopoly_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
article_27_veto_power__sovereignty_reading	mountain|rope|rope|mountain	mountain|mountain|mountain|mountain	rope|rope|rope|rope	True	True	False	False	True	True
article_2_7_chapter_vii_tension__r2p_reading	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	False	False	True	True	False	False
article_2_7_chapter_vii_tension__sovereignty_first_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
article_51_self_defense__expansive_preventive_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
article_51_self_defense__narrow_armed_attack_reading	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	False	False	True	True	False	False
article_51_self_defense__unable_unwilling_doctrine_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
article_9_war_renunciation__collective_self_defense_reading	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	False	False	True	True	False	False
article_9_war_renunciation__inherent_right_reading	unknown|rope|rope|unknown	unknown|unknown|unknown|unknown	rope|rope|rope|unknown	False	True	True	True	False	False
article_9_war_renunciation__strict_pacifist_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
balfour_mandate_instruments__dual_obligation_indigenous_rights	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
balfour_mandate_instruments__jewish_national_home_primacy	naturalized|snare|rope|snare	naturalized|snare|naturalized|snare	naturalized|snare|rope|snare	False	True	True	True	False	False
balfour_mandate_instruments__mandatory_interpretive_discretion	snare|snare|rope|tangled_rope	snare|snare|naturalized|tangled_rope	snare|snare|rope|tangled_rope	False	True	True	True	False	False
basic_law_interpretive_authority__judicial_supremacy_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
basic_law_interpretive_authority__popular_constitutionalism_reading	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	False	False	False	True	False	True
basic_law_interpretive_boundary__balanced_contestation_reading	unknown|naturalized|unknown|unknown	unknown|naturalized|unknown|unknown	unknown|naturalized|unknown|unknown	False	False	True	True	False	False
basic_law_interpretive_boundary__judicial_supremacy_reading	tangled_rope|tangled_rope|rope|unknown	tangled_rope|tangled_rope|naturalized|unknown	tangled_rope|tangled_rope|rope|unknown	False	True	True	True	False	False
beta_designation_doctrine__expansive_shield_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
beta_designation_doctrine__narrow_warning_reading	unknown|unknown|rope|unknown	unknown|unknown|unknown|unknown	unknown|unknown|rope|unknown	False	True	True	True	False	False
beta_designation_doctrine__severity_carve_out_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
biblical_authority__conciliar_reading	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	False	False	False	True	False	True
biblical_authority__sola_scriptura_reading	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	False	False	True	True	False	False
biblical_authority__tradition_scripture_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
biblical_divine_nature__modalist_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
biblical_divine_nature__trinitarian_reading	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	False	False	True	True	False	False
biblical_divine_nature__unitarian_reading	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	False	False	True	True	False	False
biblical_source_text__critical_reconstructive_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
biblical_source_text__dynamic_equivalence_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
biblical_source_text__formal_equivalence_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
bitcoin_consensus_kernel__maximalist_reading	naturalized|snare|rope|snare	naturalized|snare|naturalized|snare	naturalized|snare|rope|snare	False	True	True	True	False	False
bitcoin_consensus_kernel__utility_reading	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	False	False	False	True	False	True
bitcoin_whitepaper__digital_gold_reading	tangled_rope|tangled_rope|rope|unknown	tangled_rope|tangled_rope|naturalized|unknown	tangled_rope|tangled_rope|rope|unknown	False	True	True	True	False	False
bitcoin_whitepaper__p2p_cash_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
bitcoin_whitepaper__protocol_ossification_reading	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	False	False	True	True	False	False
bitcoin_whitepaper_purpose__electronic_cash_reading	tangled_rope|tangled_rope|rope|unknown	tangled_rope|tangled_rope|naturalized|unknown	tangled_rope|tangled_rope|rope|unknown	False	True	True	True	False	False
bitcoin_whitepaper_purpose__store_of_value_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
border_control_legitimacy__jurisdictional_sovereignty	snare|snare|tangled_rope|snare	snare|snare|tangled_rope|snare	snare|snare|tangled_rope|snare	False	False	True	True	False	False
border_control_legitimacy__sovereignty_primary	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
border_legitimacy__freedom_of_movement_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
border_legitimacy__humanitarian_obligation_reading	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	False	False	True	True	False	False
border_legitimacy__sovereignty_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
border_normative_status__freedom_primary	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	False	False	True	True	False	False
border_normative_status__qualified_sovereignty	tangled_rope|snare|tangled_rope|snare	tangled_rope|snare|tangled_rope|snare	tangled_rope|snare|tangled_rope|snare	False	False	True	True	False	False
border_normative_status__sovereignty_primary	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
bretton_woods_treaty_substrate__keynesian_embedded_liberalism	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
bretton_woods_treaty_substrate__neoliberal_convertibility	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	False	False	True	True	False	False
bretton_woods_treaty_substrate__sovereignty_defense	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
caa_section_111d_delegation__facility_constraint_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
caa_section_111d_delegation__systemic_transformation_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
catastrophe_avoidance_retention__catastrophe_as_necessary_selector	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	False	False	True	True	False	False
catastrophe_avoidance_retention__hybrid_near_miss_learning	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
catastrophe_avoidance_retention__simulation_as_proxy_catastrophe	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
catastrophe_memory_function__hybrid_transformation_reading	unknown|unknown|rope|unknown	unknown|unknown|unknown|unknown	unknown|unknown|rope|unknown	False	True	True	True	False	False
catastrophe_memory_function__mourning_practice_reading	piton|rope|rope|piton	piton|piton|piton|piton	rope|rope|rope|piton	False	True	True	True	False	False
catastrophe_memory_function__survival_competence_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
catastrophe_memory_kernel__survival_competence_reading	naturalized|tangled_rope|rope|tangled_rope	naturalized|tangled_rope|naturalized|tangled_rope	naturalized|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
catastrophe_memory_kernel__symbol_continuity_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
catastrophe_memory_kernel__trauma_encoding_reading	tangled_rope|tangled_rope|rope|unknown	tangled_rope|tangled_rope|naturalized|unknown	tangled_rope|tangled_rope|rope|unknown	False	True	True	True	False	False
catastrophe_memory_preservation__hybrid_atrophy_reading	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	False	False	True	True	False	False
catastrophe_memory_preservation__mourning_practice_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
catastrophe_memory_preservation__survival_competence_reading	tangled_rope|tangled_rope|rope|unknown	tangled_rope|tangled_rope|naturalized|unknown	tangled_rope|tangled_rope|rope|unknown	False	True	True	True	False	False
catastrophe_memory_survival__competence_transmission_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
catastrophe_memory_survival__hybrid_encoding_reading	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	False	False	True	True	False	False
catastrophe_memory_survival__symbol_survival_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
catastrophe_memory_transmission__hybrid_embedded_reading	unknown|unknown|rope|unknown	unknown|unknown|unknown|unknown	rope|unknown|rope|unknown	False	True	True	True	False	False
catastrophe_memory_transmission__operational_competence_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
catastrophe_memory_transmission__symbol_continuity_reading	naturalized|snare|rope|snare	naturalized|snare|naturalized|snare	rope|snare|rope|snare	False	True	True	True	False	False
catastrophe_proxy_sufficiency__catastrophe_necessity_reading	rope|rope|rope|rope	rope|rope|rope|rope	rope|rope|rope|rope	False	False	False	True	False	True
catastrophe_proxy_sufficiency__hybrid_degradation_reading	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	False	False	True	True	False	False
catastrophe_proxy_sufficiency__simulation_as_proxy_catastrophe_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
catastrophe_proxy_sufficiency__simulation_fidelity_threshold	unknown|unknown|rope|unknown	unknown|unknown|naturalized|unknown	unknown|unknown|rope|unknown	False	True	True	True	False	False
cbdr_principle__historical_responsibility_reading	tangled_rope|tangled_rope|rope|unknown	tangled_rope|tangled_rope|naturalized|unknown	tangled_rope|tangled_rope|rope|unknown	False	True	True	True	False	False
cbdr_principle__voluntary_commitment_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
church_turing_thesis__epistemological_boundary_reading	unknown|unknown|rope|unknown	unknown|unknown|unknown|unknown	unknown|unknown|rope|unknown	False	True	True	True	False	False
church_turing_thesis__mathematical_definition_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
church_turing_thesis__physical_claim_reading	naturalized|tangled_rope|rope|tangled_rope	naturalized|tangled_rope|naturalized|tangled_rope	naturalized|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
classical_latin_standard__continuity_reading	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	False	False	True	True	False	False
classical_latin_standard__hybrid_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
classical_latin_standard__reconstruction_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
climate_harm_prevention__adaptation_priority	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
climate_harm_prevention__degrowth_reading	naturalized|snare|rope|snare	naturalized|snare|naturalized|snare	naturalized|snare|rope|snare	False	True	True	True	False	False
climate_harm_prevention__mitigation_priority	tangled_rope|snare|tangled_rope|snare	tangled_rope|snare|tangled_rope|snare	tangled_rope|snare|tangled_rope|snare	False	False	True	True	False	False
climate_mitigation_imperative__opportunity_cost_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
climate_mitigation_imperative__portfolio_optimization_reading	tangled_rope|tangled_rope|rope|unknown	tangled_rope|tangled_rope|naturalized|unknown	tangled_rope|tangled_rope|rope|unknown	False	True	True	True	False	False
climate_mitigation_imperative__systems_transition_reading	tangled_rope|tangled_rope|rope|unknown	tangled_rope|tangled_rope|naturalized|unknown	tangled_rope|tangled_rope|rope|unknown	False	True	True	True	False	False
climate_mitigation_legitimacy__baseload_necessity_reading	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	False	False	True	True	False	False
climate_mitigation_legitimacy__degrowth_sufficiency_reading	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	False	False	True	True	False	False
climate_mitigation_legitimacy__portfolio_pragmatism_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
climate_mitigation_legitimacy__renewable_primacy_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
climate_response_action__adaptation_priority	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	False	False	True	True	False	False
climate_response_action__degrowth_transformation	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	False	False	True	True	False	False
climate_response_action__mitigation_priority	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
climate_response_imperative__adaptation_priority_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
climate_response_imperative__degrowth_reading	naturalized|tangled_rope|rope|unknown	naturalized|tangled_rope|naturalized|unknown	rope|tangled_rope|rope|unknown	False	True	True	True	False	False
climate_response_imperative__mitigation_priority_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
climate_response_legitimacy__adaptation_priority	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
climate_response_legitimacy__degrowth_transformation	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
climate_response_legitimacy__mitigation_priority	tangled_rope|tangled_rope|rope|unknown	tangled_rope|tangled_rope|naturalized|unknown	tangled_rope|tangled_rope|rope|unknown	False	True	True	True	False	False
climate_response_obligation__adaptation_priority	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
climate_response_obligation__degrowth_reading	naturalized|snare|rope|snare	naturalized|snare|naturalized|snare	naturalized|snare|rope|snare	False	True	True	True	False	False
climate_response_obligation__mitigation_priority	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
