CELL	testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__hindu_codified_reading	marriage_authority_kernel__muslim_shariat_reading	disparity	marriage_authority_kernel__norm_immutability	[empirically_contingent]|[deontological]
PAIR	testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__hindu_codified_reading	marriage_authority_kernel__parsi_communal_reading	0/0/5	0/1/3	key_fragile
CELL	testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__hindu_codified_reading	marriage_authority_kernel__parsi_communal_reading	disparity	marriage_authority_kernel__marital_authority_source	[conventional]|[deontological]
PAIR	testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__hindu_codified_reading	marriage_authority_kernel__secular_civil_reading	0/0/5	0/1/2	key_fragile
CELL	testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__hindu_codified_reading	marriage_authority_kernel__secular_civil_reading	disparity	marriage_authority_kernel__marital_authority_source	[conventional]|[conventional,deontological]
PAIR	testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__muslim_shariat_reading	marriage_authority_kernel__parsi_communal_reading	0/0/4	0/1/2	key_fragile
CELL	testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__muslim_shariat_reading	marriage_authority_kernel__parsi_communal_reading	disparity	marriage_authority_kernel__marital_authority_source	[conventional]|[deontological]
PAIR	testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__muslim_shariat_reading	marriage_authority_kernel__secular_civil_reading	0/0/4	0/1/1	key_fragile
CELL	testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__muslim_shariat_reading	marriage_authority_kernel__secular_civil_reading	disparity	marriage_authority_kernel__marital_authority_source	[conventional]|[conventional,deontological]
PAIR	testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__parsi_communal_reading	marriage_authority_kernel__secular_civil_reading	0/0/4	0/1/1	key_fragile
CELL	testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__parsi_communal_reading	marriage_authority_kernel__secular_civil_reading	disparity	marriage_authority_kernel__marital_authority_source	[deontological]|[conventional,deontological]
PAIR	testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__composite_overdetermination_reading	vatican_ii_doctrinal_authority__continuity_reading	0/0/4	0/0/3	robustly_undersampled
PAIR	testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__composite_overdetermination_reading	vatican_ii_doctrinal_authority__rupture_progressive_reading	0/0/4	0/0/3	robustly_undersampled
PAIR	testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__composite_overdetermination_reading	vatican_ii_doctrinal_authority__rupture_traditionalist_reading	0/0/4	0/0/3	robustly_undersampled
PAIR	testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__continuity_reading	vatican_ii_doctrinal_authority__rupture_progressive_reading	0/0/4	2/0/0	robustly_undersampled
CELL	testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__continuity_reading	vatican_ii_doctrinal_authority__rupture_progressive_reading	agree	vatican_ii_doctrinal_authority__doctrinal_continuity_status	[deontological]
CELL	testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__continuity_reading	vatican_ii_doctrinal_authority__rupture_progressive_reading	agree	vatican_ii_doctrinal_authority__interpretive_authority	[conventional]
PAIR	testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__continuity_reading	vatican_ii_doctrinal_authority__rupture_traditionalist_reading	0/0/4	1/1/0	key_fragile
CELL	testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__continuity_reading	vatican_ii_doctrinal_authority__rupture_traditionalist_reading	agree	vatican_ii_doctrinal_authority__doctrinal_continuity_status	[deontological]
CELL	testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__continuity_reading	vatican_ii_doctrinal_authority__rupture_traditionalist_reading	disparity	vatican_ii_doctrinal_authority__interpretive_authority	[conventional]|[empirically_contingent]
PAIR	testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__rupture_progressive_reading	vatican_ii_doctrinal_authority__rupture_traditionalist_reading	0/0/4	1/1/0	key_fragile
CELL	testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__rupture_progressive_reading	vatican_ii_doctrinal_authority__rupture_traditionalist_reading	agree	vatican_ii_doctrinal_authority__doctrinal_continuity_status	[deontological]
CELL	testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__rupture_progressive_reading	vatican_ii_doctrinal_authority__rupture_traditionalist_reading	disparity	vatican_ii_doctrinal_authority__interpretive_authority	[conventional]|[empirically_contingent]
PAIR	testsets_haiku	software_source_status	software_source_status__freedom_imperative_reading	software_source_status__pragmatic_development_reading	0/0/4	0/0/3	robustly_undersampled
PAIR	testsets_haiku	software_source_status	software_source_status__freedom_imperative_reading	software_source_status__property_rights_reading	0/0/4	1/0/1	robustly_undersampled
CELL	testsets_haiku	software_source_status	software_source_status__freedom_imperative_reading	software_source_status__property_rights_reading	agree	software_source_status__source_access_norm	[deontological]
PAIR	testsets_haiku	software_source_status	software_source_status__freedom_imperative_reading	software_source_status__utilitarian_hybrid_reading	0/0/4	0/0/2	robustly_undersampled
PAIR	testsets_haiku	software_source_status	software_source_status__pragmatic_development_reading	software_source_status__property_rights_reading	0/0/4	1/0/2	robustly_undersampled
CELL	testsets_haiku	software_source_status	software_source_status__pragmatic_development_reading	software_source_status__property_rights_reading	agree	software_source_status__empirical_effects	[empirically_contingent]
PAIR	testsets_haiku	software_source_status	software_source_status__pragmatic_development_reading	software_source_status__utilitarian_hybrid_reading	0/0/4	0/1/1	key_fragile
CELL	testsets_haiku	software_source_status	software_source_status__pragmatic_development_reading	software_source_status__utilitarian_hybrid_reading	disparity	software_source_status__evaluation_standard	[instrumental]|[empirically_contingent,instrumental]
PAIR	testsets_haiku	software_source_status	software_source_status__property_rights_reading	software_source_status__utilitarian_hybrid_reading	0/0/4	0/0/3	robustly_undersampled
PAIR	testsets_haiku	ai_governance_legitimacy	ai_governance_legitimacy__magisterial_subsidiarity_reading	ai_governance_legitimacy__market_libertarian_reading	0/0/6	0/1/2	key_fragile
CELL	testsets_haiku	ai_governance_legitimacy	ai_governance_legitimacy__magisterial_subsidiarity_reading	ai_governance_legitimacy__market_libertarian_reading	disparity	ai_governance_legitimacy__governance_authority_source	[deontological]|[empirically_contingent]
PAIR	testsets_haiku	ai_governance_legitimacy	ai_governance_legitimacy__magisterial_subsidiarity_reading	ai_governance_legitimacy__technocratic_optimization_reading	0/0/5	0/2/0	key_fragile
CELL	testsets_haiku	ai_governance_legitimacy	ai_governance_legitimacy__magisterial_subsidiarity_reading	ai_governance_legitimacy__technocratic_optimization_reading	disparity	ai_governance_legitimacy__governance_authority_source	[deontological]|[empirically_contingent]
CELL	testsets_haiku	ai_governance_legitimacy	ai_governance_legitimacy__magisterial_subsidiarity_reading	ai_governance_legitimacy__technocratic_optimization_reading	disparity	ai_governance_legitimacy__governing_value_priority	[deontological,instrumental]|[instrumental]
PAIR	testsets_haiku	ai_governance_legitimacy	ai_governance_legitimacy__market_libertarian_reading	ai_governance_legitimacy__technocratic_optimization_reading	0/0/5	1/0/2	robustly_undersampled
CELL	testsets_haiku	ai_governance_legitimacy	ai_governance_legitimacy__market_libertarian_reading	ai_governance_legitimacy__technocratic_optimization_reading	agree	ai_governance_legitimacy__governance_authority_source	[empirically_contingent]
PAIR	testsets_haiku	animal_moral_status	animal_moral_status__abolitionist_reading	animal_moral_status__property_reading	0/0/4	1/1/0	key_fragile
CELL	testsets_haiku	animal_moral_status	animal_moral_status__abolitionist_reading	animal_moral_status__property_reading	agree	animal_moral_status__moral_standing_basis	[deontological]
CELL	testsets_haiku	animal_moral_status	animal_moral_status__abolitionist_reading	animal_moral_status__property_reading	disparity	animal_moral_status__ownership_use_permissibility	[deontological]|[conventional]
PAIR	testsets_haiku	animal_moral_status	animal_moral_status__abolitionist_reading	animal_moral_status__welfare_reading	0/0/4	1/1/0	key_fragile
CELL	testsets_haiku	animal_moral_status	animal_moral_status__abolitionist_reading	animal_moral_status__welfare_reading	agree	animal_moral_status__ownership_use_permissibility	[deontological]
CELL	testsets_haiku	animal_moral_status	animal_moral_status__abolitionist_reading	animal_moral_status__welfare_reading	disparity	animal_moral_status__moral_standing_basis	[deontological]|[empirically_contingent]
PAIR	testsets_haiku	animal_moral_status	animal_moral_status__property_reading	animal_moral_status__welfare_reading	0/0/4	0/2/0	key_fragile
CELL	testsets_haiku	animal_moral_status	animal_moral_status__property_reading	animal_moral_status__welfare_reading	disparity	animal_moral_status__moral_standing_basis	[deontological]|[empirically_contingent]
CELL	testsets_haiku	animal_moral_status	animal_moral_status__property_reading	animal_moral_status__welfare_reading	disparity	animal_moral_status__ownership_use_permissibility	[conventional]|[deontological]
PAIR	testsets_haiku	tordesillas_demarcation_kernel	tordesillas_demarcation_kernel__portuguese_exploration_legitimation	tordesillas_demarcation_kernel__spanish_conquest_legitimation	0/0/4	0/1/2	key_fragile
CELL	testsets_haiku	tordesillas_demarcation_kernel	tordesillas_demarcation_kernel__portuguese_exploration_legitimation	tordesillas_demarcation_kernel__spanish_conquest_legitimation	disparity	tordesillas_demarcation_kernel__papal_authority_scope	[deontological]|[theological]
PAIR	testsets_haiku	wto_treaty_framework	wto_treaty_framework__developmental_reading	wto_treaty_framework__market_access_reading	0/0/6	0/2/1	key_fragile
CELL	testsets_haiku	wto_treaty_framework	wto_treaty_framework__developmental_reading	wto_treaty_framework__market_access_reading	disparity	wto_treaty_framework__sdt_status	[deontological]|[conventional]
CELL	testsets_haiku	wto_treaty_framework	wto_treaty_framework__developmental_reading	wto_treaty_framework__market_access_reading	disparity	wto_treaty_framework__treaty_primary_purpose	[deontological]|[conventional,instrumental]
